,Feature1,Feature2,Correlation_x,Correlation_y,_merge
7567,Te_rho_z19,Ne_rho_z22,True,,left_only
7568,Te_rho_z19,Ne_rho_z23,True,,left_only
7601,Te_rho_z19,Ne_rho_z56,True,,left_only
7602,Te_rho_z19,Ne_rho_z57,True,,left_only
7603,Te_rho_z19,Ne_rho_z58,True,,left_only
7604,Te_rho_z19,Ne_rho_z59,True,,left_only
7605,Te_rho_z19,Ne_rho_z60,True,,left_only
7606,Te_rho_z19,Ne_rho_z61,True,,left_only
7607,Te_rho_z19,Ne_rho_z62,True,,left_only
7608,Te_rho_z19,Ne_rho_z63,True,,left_only
7609,Te_rho_z19,Ne_rho_z64,True,,left_only
7610,Te_rho_z19,Ne_rho_z65,True,,left_only
7611,Te_rho_z19,Ne_rho_z66,True,,left_only
7612,Te_rho_z19,Ne_rho_z67,True,,left_only
7666,Te_rho_z19,Te_rho_z59,True,,left_only
7668,Te_rho_z19,Te_rho_z60,True,,left_only
7669,Te_rho_z19,Te_rho_z61,True,,left_only
7670,Te_rho_z19,Te_rho_z62,True,,left_only
7671,Te_rho_z19,Te_rho_z63,True,,left_only
7672,Te_rho_z19,Te_rho_z64,True,,left_only
7673,Te_rho_z19,Te_rho_z65,True,,left_only
7674,Te_rho_z19,Te_rho_z66,True,,left_only
7675,Te_rho_z19,Te_rho_z67,True,,left_only
7734,Te_rho_z20,Ne_rho_z17,True,,left_only
7735,Te_rho_z20,Ne_rho_z18,True,,left_only
7736,Te_rho_z20,Ne_rho_z19,True,,left_only
7737,Te_rho_z20,Ne_rho_z20,True,,left_only
7738,Te_rho_z20,Ne_rho_z21,True,,left_only
7739,Te_rho_z20,Ne_rho_z22,True,,left_only
7740,Te_rho_z20,Ne_rho_z23,True,,left_only
7773,Te_rho_z20,Ne_rho_z56,True,,left_only
7774,Te_rho_z20,Ne_rho_z57,True,,left_only
7775,Te_rho_z20,Ne_rho_z58,True,,left_only
7776,Te_rho_z20,Ne_rho_z59,True,,left_only
7777,Te_rho_z20,Ne_rho_z60,True,,left_only
7778,Te_rho_z20,Ne_rho_z61,True,,left_only
7779,Te_rho_z20,Ne_rho_z62,True,,left_only
7780,Te_rho_z20,Ne_rho_z63,True,,left_only
7781,Te_rho_z20,Ne_rho_z64,True,,left_only
7782,Te_rho_z20,Ne_rho_z65,True,,left_only
7783,Te_rho_z20,Ne_rho_z66,True,,left_only
7784,Te_rho_z20,Ne_rho_z67,True,,left_only
7838,Te_rho_z20,Te_rho_z59,True,,left_only
7840,Te_rho_z20,Te_rho_z60,True,,left_only
7841,Te_rho_z20,Te_rho_z61,True,,left_only
7842,Te_rho_z20,Te_rho_z62,True,,left_only
7843,Te_rho_z20,Te_rho_z63,True,,left_only
7844,Te_rho_z20,Te_rho_z64,True,,left_only
7845,Te_rho_z20,Te_rho_z65,True,,left_only
7846,Te_rho_z20,Te_rho_z66,True,,left_only
7847,Te_rho_z20,Te_rho_z67,True,,left_only
7856,Te_rho_z21,Ne_rho_z17,True,,left_only
7857,Te_rho_z21,Ne_rho_z18,True,,left_only
7858,Te_rho_z21,Ne_rho_z19,True,,left_only
7859,Te_rho_z21,Ne_rho_z20,True,,left_only
7860,Te_rho_z21,Ne_rho_z21,True,,left_only
7861,Te_rho_z21,Ne_rho_z22,True,,left_only
7862,Te_rho_z21,Ne_rho_z23,True,,left_only
7895,Te_rho_z21,Ne_rho_z56,True,,left_only
7896,Te_rho_z21,Ne_rho_z57,True,,left_only
7897,Te_rho_z21,Ne_rho_z58,True,,left_only
7898,Te_rho_z21,Ne_rho_z59,True,,left_only
7899,Te_rho_z21,Ne_rho_z60,True,,left_only
7900,Te_rho_z21,Ne_rho_z61,True,,left_only
7901,Te_rho_z21,Ne_rho_z62,True,,left_only
7902,Te_rho_z21,Ne_rho_z63,True,,left_only
7903,Te_rho_z21,Ne_rho_z64,True,,left_only
7904,Te_rho_z21,Ne_rho_z65,True,,left_only
7905,Te_rho_z21,Ne_rho_z66,True,,left_only
7906,Te_rho_z21,Ne_rho_z67,True,,left_only
7955,Te_rho_z21,Te_rho_z59,True,,left_only
7956,Te_rho_z21,Te_rho_z60,True,,left_only
7957,Te_rho_z21,Te_rho_z61,True,,left_only
7958,Te_rho_z21,Te_rho_z62,True,,left_only
7959,Te_rho_z21,Te_rho_z63,True,,left_only
7960,Te_rho_z21,Te_rho_z64,True,,left_only
7961,Te_rho_z21,Te_rho_z65,True,,left_only
7962,Te_rho_z21,Te_rho_z66,True,,left_only
7963,Te_rho_z21,Te_rho_z67,True,,left_only
7970,Te_rho_z22,Ne_rho_z14,True,,left_only
7971,Te_rho_z22,Ne_rho_z17,True,,left_only
7972,Te_rho_z22,Ne_rho_z18,True,,left_only
7973,Te_rho_z22,Ne_rho_z19,True,,left_only
7974,Te_rho_z22,Ne_rho_z20,True,,left_only
7975,Te_rho_z22,Ne_rho_z21,True,,left_only
7976,Te_rho_z22,Ne_rho_z22,True,,left_only
7977,Te_rho_z22,Ne_rho_z23,True,,left_only
8010,Te_rho_z22,Ne_rho_z56,True,,left_only
8011,Te_rho_z22,Ne_rho_z57,True,,left_only
8012,Te_rho_z22,Ne_rho_z58,True,,left_only
8013,Te_rho_z22,Ne_rho_z59,True,,left_only
8014,Te_rho_z22,Ne_rho_z60,True,,left_only
8015,Te_rho_z22,Ne_rho_z61,True,,left_only
8016,Te_rho_z22,Ne_rho_z62,True,,left_only
8017,Te_rho_z22,Ne_rho_z63,True,,left_only
8018,Te_rho_z22,Ne_rho_z64,True,,left_only
8019,Te_rho_z22,Ne_rho_z65,True,,left_only
8020,Te_rho_z22,Ne_rho_z66,True,,left_only
8021,Te_rho_z22,Ne_rho_z67,True,,left_only
8070,Te_rho_z22,Te_rho_z59,True,,left_only
8071,Te_rho_z22,Te_rho_z60,True,,left_only
8072,Te_rho_z22,Te_rho_z61,True,,left_only
8073,Te_rho_z22,Te_rho_z62,True,,left_only
8074,Te_rho_z22,Te_rho_z63,True,,left_only
8075,Te_rho_z22,Te_rho_z64,True,,left_only
8076,Te_rho_z22,Te_rho_z65,True,,left_only
8077,Te_rho_z22,Te_rho_z66,True,,left_only
8078,Te_rho_z22,Te_rho_z67,True,,left_only
8086,Te_rho_z23,Ne_rho_z14,True,,left_only
8087,Te_rho_z23,Ne_rho_z17,True,,left_only
8088,Te_rho_z23,Ne_rho_z18,True,,left_only
8089,Te_rho_z23,Ne_rho_z19,True,,left_only
8090,Te_rho_z23,Ne_rho_z20,True,,left_only
8091,Te_rho_z23,Ne_rho_z21,True,,left_only
8092,Te_rho_z23,Ne_rho_z22,True,,left_only
8093,Te_rho_z23,Ne_rho_z23,True,,left_only
8126,Te_rho_z23,Ne_rho_z56,True,,left_only
8127,Te_rho_z23,Ne_rho_z57,True,,left_only
8128,Te_rho_z23,Ne_rho_z58,True,,left_only
8129,Te_rho_z23,Ne_rho_z59,True,,left_only
8130,Te_rho_z23,Ne_rho_z60,True,,left_only
8131,Te_rho_z23,Ne_rho_z61,True,,left_only
8132,Te_rho_z23,Ne_rho_z62,True,,left_only
8133,Te_rho_z23,Ne_rho_z63,True,,left_only
8134,Te_rho_z23,Ne_rho_z64,True,,left_only
8135,Te_rho_z23,Ne_rho_z65,True,,left_only
8136,Te_rho_z23,Ne_rho_z66,True,,left_only
8137,Te_rho_z23,Ne_rho_z67,True,,left_only
8190,Te_rho_z23,Te_rho_z59,True,,left_only
8192,Te_rho_z23,Te_rho_z60,True,,left_only
8193,Te_rho_z23,Te_rho_z61,True,,left_only
8194,Te_rho_z23,Te_rho_z62,True,,left_only
8195,Te_rho_z23,Te_rho_z63,True,,left_only
8196,Te_rho_z23,Te_rho_z64,True,,left_only
8197,Te_rho_z23,Te_rho_z65,True,,left_only
8198,Te_rho_z23,Te_rho_z66,True,,left_only
8199,Te_rho_z23,Te_rho_z67,True,,left_only
8208,Te_rho_z24,Ne_rho_z14,True,,left_only
8209,Te_rho_z24,Ne_rho_z17,True,,left_only
8210,Te_rho_z24,Ne_rho_z18,True,,left_only
8211,Te_rho_z24,Ne_rho_z19,True,,left_only
8212,Te_rho_z24,Ne_rho_z20,True,,left_only
8213,Te_rho_z24,Ne_rho_z21,True,,left_only
8214,Te_rho_z24,Ne_rho_z22,True,,left_only
8215,Te_rho_z24,Ne_rho_z23,True,,left_only
8248,Te_rho_z24,Ne_rho_z56,True,,left_only
8249,Te_rho_z24,Ne_rho_z57,True,,left_only
8250,Te_rho_z24,Ne_rho_z58,True,,left_only
8251,Te_rho_z24,Ne_rho_z59,True,,left_only
8252,Te_rho_z24,Ne_rho_z60,True,,left_only
8253,Te_rho_z24,Ne_rho_z61,True,,left_only
8254,Te_rho_z24,Ne_rho_z62,True,,left_only
8255,Te_rho_z24,Ne_rho_z63,True,,left_only
8256,Te_rho_z24,Ne_rho_z64,True,,left_only
8257,Te_rho_z24,Ne_rho_z65,True,,left_only
8258,Te_rho_z24,Ne_rho_z66,True,,left_only
8259,Te_rho_z24,Ne_rho_z67,True,,left_only
8313,Te_rho_z24,Te_rho_z59,True,,left_only
8315,Te_rho_z24,Te_rho_z60,True,,left_only
8316,Te_rho_z24,Te_rho_z61,True,,left_only
8317,Te_rho_z24,Te_rho_z62,True,,left_only
8318,Te_rho_z24,Te_rho_z63,True,,left_only
8319,Te_rho_z24,Te_rho_z64,True,,left_only
8320,Te_rho_z24,Te_rho_z65,True,,left_only
8321,Te_rho_z24,Te_rho_z66,True,,left_only
8322,Te_rho_z24,Te_rho_z67,True,,left_only
8331,Te_rho_z25,Ne_rho_z14,True,,left_only
8332,Te_rho_z25,Ne_rho_z17,True,,left_only
8333,Te_rho_z25,Ne_rho_z18,True,,left_only
8334,Te_rho_z25,Ne_rho_z19,True,,left_only
8335,Te_rho_z25,Ne_rho_z20,True,,left_only
8336,Te_rho_z25,Ne_rho_z21,True,,left_only
8337,Te_rho_z25,Ne_rho_z22,True,,left_only
8338,Te_rho_z25,Ne_rho_z23,True,,left_only
8339,Te_rho_z25,Ne_rho_z24,True,,left_only
8371,Te_rho_z25,Ne_rho_z56,True,,left_only
8372,Te_rho_z25,Ne_rho_z57,True,,left_only
8373,Te_rho_z25,Ne_rho_z58,True,,left_only
8374,Te_rho_z25,Ne_rho_z59,True,,left_only
8375,Te_rho_z25,Ne_rho_z60,True,,left_only
8376,Te_rho_z25,Ne_rho_z61,True,,left_only
8377,Te_rho_z25,Ne_rho_z62,True,,left_only
8378,Te_rho_z25,Ne_rho_z63,True,,left_only
8379,Te_rho_z25,Ne_rho_z64,True,,left_only
8380,Te_rho_z25,Ne_rho_z65,True,,left_only
8381,Te_rho_z25,Ne_rho_z66,True,,left_only
8382,Te_rho_z25,Ne_rho_z67,True,,left_only
8436,Te_rho_z25,Te_rho_z59,True,,left_only
8438,Te_rho_z25,Te_rho_z60,True,,left_only
8439,Te_rho_z25,Te_rho_z61,True,,left_only
8440,Te_rho_z25,Te_rho_z62,True,,left_only
8441,Te_rho_z25,Te_rho_z63,True,,left_only
8442,Te_rho_z25,Te_rho_z64,True,,left_only
8443,Te_rho_z25,Te_rho_z65,True,,left_only
8444,Te_rho_z25,Te_rho_z66,True,,left_only
8445,Te_rho_z25,Te_rho_z67,True,,left_only
8454,Te_rho_z26,Ne_rho_z14,True,,left_only
8455,Te_rho_z26,Ne_rho_z17,True,,left_only
8456,Te_rho_z26,Ne_rho_z18,True,,left_only
8457,Te_rho_z26,Ne_rho_z19,True,,left_only
8458,Te_rho_z26,Ne_rho_z20,True,,left_only
8459,Te_rho_z26,Ne_rho_z21,True,,left_only
8460,Te_rho_z26,Ne_rho_z22,True,,left_only
8461,Te_rho_z26,Ne_rho_z23,True,,left_only
8462,Te_rho_z26,Ne_rho_z24,True,,left_only
8494,Te_rho_z26,Ne_rho_z56,True,,left_only
8495,Te_rho_z26,Ne_rho_z57,True,,left_only
8496,Te_rho_z26,Ne_rho_z58,True,,left_only
8497,Te_rho_z26,Ne_rho_z59,True,,left_only
8498,Te_rho_z26,Ne_rho_z60,True,,left_only
8499,Te_rho_z26,Ne_rho_z61,True,,left_only
8500,Te_rho_z26,Ne_rho_z62,True,,left_only
8501,Te_rho_z26,Ne_rho_z63,True,,left_only
8502,Te_rho_z26,Ne_rho_z64,True,,left_only
8503,Te_rho_z26,Ne_rho_z65,True,,left_only
8504,Te_rho_z26,Ne_rho_z66,True,,left_only
8505,Te_rho_z26,Ne_rho_z67,True,,left_only
8559,Te_rho_z26,Te_rho_z59,True,,left_only
8561,Te_rho_z26,Te_rho_z60,True,,left_only
8562,Te_rho_z26,Te_rho_z61,True,,left_only
8563,Te_rho_z26,Te_rho_z62,True,,left_only
8564,Te_rho_z26,Te_rho_z63,True,,left_only
8565,Te_rho_z26,Te_rho_z64,True,,left_only
8566,Te_rho_z26,Te_rho_z65,True,,left_only
8567,Te_rho_z26,Te_rho_z66,True,,left_only
8568,Te_rho_z26,Te_rho_z67,True,,left_only
8577,Te_rho_z27,Ne_rho_z14,True,,left_only
8578,Te_rho_z27,Ne_rho_z17,True,,left_only
8579,Te_rho_z27,Ne_rho_z18,True,,left_only
8580,Te_rho_z27,Ne_rho_z19,True,,left_only
8581,Te_rho_z27,Ne_rho_z20,True,,left_only
8582,Te_rho_z27,Ne_rho_z21,True,,left_only
8583,Te_rho_z27,Ne_rho_z22,True,,left_only
8584,Te_rho_z27,Ne_rho_z23,True,,left_only
8585,Te_rho_z27,Ne_rho_z24,True,,left_only
8617,Te_rho_z27,Ne_rho_z56,True,,left_only
8618,Te_rho_z27,Ne_rho_z57,True,,left_only
8619,Te_rho_z27,Ne_rho_z58,True,,left_only
8620,Te_rho_z27,Ne_rho_z59,True,,left_only
8621,Te_rho_z27,Ne_rho_z60,True,,left_only
8622,Te_rho_z27,Ne_rho_z61,True,,left_only
8623,Te_rho_z27,Ne_rho_z62,True,,left_only
8624,Te_rho_z27,Ne_rho_z63,True,,left_only
8625,Te_rho_z27,Ne_rho_z64,True,,left_only
8626,Te_rho_z27,Ne_rho_z65,True,,left_only
8627,Te_rho_z27,Ne_rho_z66,True,,left_only
8628,Te_rho_z27,Ne_rho_z67,True,,left_only
8682,Te_rho_z27,Te_rho_z59,True,,left_only
8684,Te_rho_z27,Te_rho_z60,True,,left_only
8685,Te_rho_z27,Te_rho_z61,True,,left_only
8686,Te_rho_z27,Te_rho_z62,True,,left_only
8687,Te_rho_z27,Te_rho_z63,True,,left_only
8688,Te_rho_z27,Te_rho_z64,True,,left_only
8689,Te_rho_z27,Te_rho_z65,True,,left_only
8690,Te_rho_z27,Te_rho_z66,True,,left_only
8691,Te_rho_z27,Te_rho_z67,True,,left_only
8700,Te_rho_z28,Ne_rho_z14,True,,left_only
8701,Te_rho_z28,Ne_rho_z17,True,,left_only
8702,Te_rho_z28,Ne_rho_z18,True,,left_only
8703,Te_rho_z28,Ne_rho_z19,True,,left_only
8704,Te_rho_z28,Ne_rho_z20,True,,left_only
8705,Te_rho_z28,Ne_rho_z21,True,,left_only
8706,Te_rho_z28,Ne_rho_z22,True,,left_only
8707,Te_rho_z28,Ne_rho_z23,True,,left_only
8708,Te_rho_z28,Ne_rho_z24,True,,left_only
8740,Te_rho_z28,Ne_rho_z56,True,,left_only
8741,Te_rho_z28,Ne_rho_z57,True,,left_only
8742,Te_rho_z28,Ne_rho_z58,True,,left_only
8743,Te_rho_z28,Ne_rho_z59,True,,left_only
8744,Te_rho_z28,Ne_rho_z60,True,,left_only
8745,Te_rho_z28,Ne_rho_z61,True,,left_only
8746,Te_rho_z28,Ne_rho_z62,True,,left_only
8747,Te_rho_z28,Ne_rho_z63,True,,left_only
8748,Te_rho_z28,Ne_rho_z64,True,,left_only
8749,Te_rho_z28,Ne_rho_z65,True,,left_only
8750,Te_rho_z28,Ne_rho_z66,True,,left_only
8751,Te_rho_z28,Ne_rho_z67,True,,left_only
8807,Te_rho_z28,Te_rho_z60,True,,left_only
8808,Te_rho_z28,Te_rho_z61,True,,left_only
8809,Te_rho_z28,Te_rho_z62,True,,left_only
8810,Te_rho_z28,Te_rho_z63,True,,left_only
8811,Te_rho_z28,Te_rho_z64,True,,left_only
8812,Te_rho_z28,Te_rho_z65,True,,left_only
8813,Te_rho_z28,Te_rho_z66,True,,left_only
8814,Te_rho_z28,Te_rho_z67,True,,left_only
8823,Te_rho_z29,Ne_rho_z14,True,,left_only
8824,Te_rho_z29,Ne_rho_z17,True,,left_only
8825,Te_rho_z29,Ne_rho_z18,True,,left_only
8826,Te_rho_z29,Ne_rho_z19,True,,left_only
8827,Te_rho_z29,Ne_rho_z20,True,,left_only
8828,Te_rho_z29,Ne_rho_z21,True,,left_only
8829,Te_rho_z29,Ne_rho_z22,True,,left_only
8830,Te_rho_z29,Ne_rho_z23,True,,left_only
8831,Te_rho_z29,Ne_rho_z24,True,,left_only
8832,Te_rho_z29,Ne_rho_z25,True,,left_only
8863,Te_rho_z29,Ne_rho_z56,True,,left_only
8864,Te_rho_z29,Ne_rho_z57,True,,left_only
8865,Te_rho_z29,Ne_rho_z58,True,,left_only
8866,Te_rho_z29,Ne_rho_z59,True,,left_only
8867,Te_rho_z29,Ne_rho_z60,True,,left_only
8868,Te_rho_z29,Ne_rho_z61,True,,left_only
8869,Te_rho_z29,Ne_rho_z62,True,,left_only
8870,Te_rho_z29,Ne_rho_z63,True,,left_only
8871,Te_rho_z29,Ne_rho_z64,True,,left_only
8872,Te_rho_z29,Ne_rho_z65,True,,left_only
8873,Te_rho_z29,Ne_rho_z66,True,,left_only
8874,Te_rho_z29,Ne_rho_z67,True,,left_only
8930,Te_rho_z29,Te_rho_z60,True,,left_only
8931,Te_rho_z29,Te_rho_z61,True,,left_only
8932,Te_rho_z29,Te_rho_z62,True,,left_only
8933,Te_rho_z29,Te_rho_z63,True,,left_only
8934,Te_rho_z29,Te_rho_z64,True,,left_only
8935,Te_rho_z29,Te_rho_z65,True,,left_only
8936,Te_rho_z29,Te_rho_z66,True,,left_only
8937,Te_rho_z29,Te_rho_z67,True,,left_only
8996,Te_rho_z30,Ne_rho_z14,True,,left_only
8997,Te_rho_z30,Ne_rho_z17,True,,left_only
8998,Te_rho_z30,Ne_rho_z18,True,,left_only
8999,Te_rho_z30,Ne_rho_z19,True,,left_only
9000,Te_rho_z30,Ne_rho_z20,True,,left_only
9001,Te_rho_z30,Ne_rho_z21,True,,left_only
9002,Te_rho_z30,Ne_rho_z22,True,,left_only
9003,Te_rho_z30,Ne_rho_z23,True,,left_only
9004,Te_rho_z30,Ne_rho_z24,True,,left_only
9005,Te_rho_z30,Ne_rho_z25,True,,left_only
9036,Te_rho_z30,Ne_rho_z56,True,,left_only
9037,Te_rho_z30,Ne_rho_z57,True,,left_only
9038,Te_rho_z30,Ne_rho_z58,True,,left_only
9039,Te_rho_z30,Ne_rho_z59,True,,left_only
9040,Te_rho_z30,Ne_rho_z60,True,,left_only
9041,Te_rho_z30,Ne_rho_z61,True,,left_only
9042,Te_rho_z30,Ne_rho_z62,True,,left_only
9043,Te_rho_z30,Ne_rho_z63,True,,left_only
9044,Te_rho_z30,Ne_rho_z64,True,,left_only
9045,Te_rho_z30,Ne_rho_z65,True,,left_only
9046,Te_rho_z30,Ne_rho_z66,True,,left_only
9047,Te_rho_z30,Ne_rho_z67,True,,left_only
9103,Te_rho_z30,Te_rho_z60,True,,left_only
9104,Te_rho_z30,Te_rho_z61,True,,left_only
9105,Te_rho_z30,Te_rho_z62,True,,left_only
9106,Te_rho_z30,Te_rho_z63,True,,left_only
9107,Te_rho_z30,Te_rho_z64,True,,left_only
9108,Te_rho_z30,Te_rho_z65,True,,left_only
9109,Te_rho_z30,Te_rho_z66,True,,left_only
9110,Te_rho_z30,Te_rho_z67,True,,left_only
9119,Te_rho_z31,Ne_rho_z18,True,,left_only
9120,Te_rho_z31,Ne_rho_z19,True,,left_only
9121,Te_rho_z31,Ne_rho_z20,True,,left_only
9122,Te_rho_z31,Ne_rho_z21,True,,left_only
9123,Te_rho_z31,Ne_rho_z22,True,,left_only
9124,Te_rho_z31,Ne_rho_z23,True,,left_only
9125,Te_rho_z31,Ne_rho_z24,True,,left_only
9126,Te_rho_z31,Ne_rho_z25,True,,left_only
9157,Te_rho_z31,Ne_rho_z56,True,,left_only
9158,Te_rho_z31,Ne_rho_z57,True,,left_only
9159,Te_rho_z31,Ne_rho_z58,True,,left_only
9160,Te_rho_z31,Ne_rho_z59,True,,left_only
9161,Te_rho_z31,Ne_rho_z60,True,,left_only
9162,Te_rho_z31,Ne_rho_z61,True,,left_only
9163,Te_rho_z31,Ne_rho_z62,True,,left_only
9164,Te_rho_z31,Ne_rho_z63,True,,left_only
9165,Te_rho_z31,Ne_rho_z64,True,,left_only
9166,Te_rho_z31,Ne_rho_z65,True,,left_only
9167,Te_rho_z31,Ne_rho_z66,True,,left_only
9168,Te_rho_z31,Ne_rho_z67,True,,left_only
9224,Te_rho_z31,Te_rho_z60,True,,left_only
9225,Te_rho_z31,Te_rho_z61,True,,left_only
9226,Te_rho_z31,Te_rho_z62,True,,left_only
9227,Te_rho_z31,Te_rho_z63,True,,left_only
9228,Te_rho_z31,Te_rho_z64,True,,left_only
9229,Te_rho_z31,Te_rho_z65,True,,left_only
9230,Te_rho_z31,Te_rho_z66,True,,left_only
9231,Te_rho_z31,Te_rho_z67,True,,left_only
9240,Te_rho_z32,Ne_rho_z18,True,,left_only
9241,Te_rho_z32,Ne_rho_z19,True,,left_only
9242,Te_rho_z32,Ne_rho_z20,True,,left_only
9243,Te_rho_z32,Ne_rho_z21,True,,left_only
9244,Te_rho_z32,Ne_rho_z22,True,,left_only
9245,Te_rho_z32,Ne_rho_z23,True,,left_only
9246,Te_rho_z32,Ne_rho_z24,True,,left_only
9247,Te_rho_z32,Ne_rho_z25,True,,left_only
9278,Te_rho_z32,Ne_rho_z56,True,,left_only
9279,Te_rho_z32,Ne_rho_z57,True,,left_only
9280,Te_rho_z32,Ne_rho_z58,True,,left_only
9281,Te_rho_z32,Ne_rho_z59,True,,left_only
9282,Te_rho_z32,Ne_rho_z60,True,,left_only
9283,Te_rho_z32,Ne_rho_z61,True,,left_only
9284,Te_rho_z32,Ne_rho_z62,True,,left_only
9285,Te_rho_z32,Ne_rho_z63,True,,left_only
9286,Te_rho_z32,Ne_rho_z64,True,,left_only
9287,Te_rho_z32,Ne_rho_z65,True,,left_only
9288,Te_rho_z32,Ne_rho_z66,True,,left_only
9289,Te_rho_z32,Ne_rho_z67,True,,left_only
9345,Te_rho_z32,Te_rho_z60,True,,left_only
9346,Te_rho_z32,Te_rho_z61,True,,left_only
9347,Te_rho_z32,Te_rho_z62,True,,left_only
9348,Te_rho_z32,Te_rho_z63,True,,left_only
9349,Te_rho_z32,Te_rho_z64,True,,left_only
9350,Te_rho_z32,Te_rho_z65,True,,left_only
9351,Te_rho_z32,Te_rho_z66,True,,left_only
9352,Te_rho_z32,Te_rho_z67,True,,left_only
9361,Te_rho_z33,Ne_rho_z18,True,,left_only
9362,Te_rho_z33,Ne_rho_z19,True,,left_only
9363,Te_rho_z33,Ne_rho_z20,True,,left_only
9364,Te_rho_z33,Ne_rho_z21,True,,left_only
9365,Te_rho_z33,Ne_rho_z22,True,,left_only
9366,Te_rho_z33,Ne_rho_z23,True,,left_only
9367,Te_rho_z33,Ne_rho_z24,True,,left_only
9368,Te_rho_z33,Ne_rho_z25,True,,left_only
9399,Te_rho_z33,Ne_rho_z56,True,,left_only
9400,Te_rho_z33,Ne_rho_z57,True,,left_only
9401,Te_rho_z33,Ne_rho_z58,True,,left_only
9402,Te_rho_z33,Ne_rho_z59,True,,left_only
9403,Te_rho_z33,Ne_rho_z60,True,,left_only
9404,Te_rho_z33,Ne_rho_z61,True,,left_only
9405,Te_rho_z33,Ne_rho_z62,True,,left_only
9406,Te_rho_z33,Ne_rho_z63,True,,left_only
9407,Te_rho_z33,Ne_rho_z64,True,,left_only
9408,Te_rho_z33,Ne_rho_z65,True,,left_only
9409,Te_rho_z33,Ne_rho_z66,True,,left_only
9410,Te_rho_z33,Ne_rho_z67,True,,left_only
9466,Te_rho_z33,Te_rho_z60,True,,left_only
9467,Te_rho_z33,Te_rho_z61,True,,left_only
9468,Te_rho_z33,Te_rho_z62,True,,left_only
9469,Te_rho_z33,Te_rho_z63,True,,left_only
9470,Te_rho_z33,Te_rho_z64,True,,left_only
9471,Te_rho_z33,Te_rho_z65,True,,left_only
9472,Te_rho_z33,Te_rho_z66,True,,left_only
9473,Te_rho_z33,Te_rho_z67,True,,left_only
9482,Te_rho_z34,Ne_rho_z18,True,,left_only
9483,Te_rho_z34,Ne_rho_z19,True,,left_only
9484,Te_rho_z34,Ne_rho_z20,True,,left_only
9485,Te_rho_z34,Ne_rho_z21,True,,left_only
9486,Te_rho_z34,Ne_rho_z22,True,,left_only
9487,Te_rho_z34,Ne_rho_z23,True,,left_only
9488,Te_rho_z34,Ne_rho_z24,True,,left_only
9489,Te_rho_z34,Ne_rho_z25,True,,left_only
9520,Te_rho_z34,Ne_rho_z56,True,,left_only
9521,Te_rho_z34,Ne_rho_z57,True,,left_only
9522,Te_rho_z34,Ne_rho_z58,True,,left_only
9523,Te_rho_z34,Ne_rho_z59,True,,left_only
9524,Te_rho_z34,Ne_rho_z60,True,,left_only
9525,Te_rho_z34,Ne_rho_z61,True,,left_only
9526,Te_rho_z34,Ne_rho_z62,True,,left_only
9527,Te_rho_z34,Ne_rho_z63,True,,left_only
9528,Te_rho_z34,Ne_rho_z64,True,,left_only
9529,Te_rho_z34,Ne_rho_z65,True,,left_only
9530,Te_rho_z34,Ne_rho_z66,True,,left_only
9531,Te_rho_z34,Ne_rho_z67,True,,left_only
9587,Te_rho_z34,Te_rho_z60,True,,left_only
9588,Te_rho_z34,Te_rho_z61,True,,left_only
9589,Te_rho_z34,Te_rho_z62,True,,left_only
9590,Te_rho_z34,Te_rho_z63,True,,left_only
9591,Te_rho_z34,Te_rho_z64,True,,left_only
9592,Te_rho_z34,Te_rho_z65,True,,left_only
9593,Te_rho_z34,Te_rho_z66,True,,left_only
9594,Te_rho_z34,Te_rho_z67,True,,left_only
9603,Te_rho_z35,Ne_rho_z18,True,,left_only
9604,Te_rho_z35,Ne_rho_z19,True,,left_only
9605,Te_rho_z35,Ne_rho_z20,True,,left_only
9606,Te_rho_z35,Ne_rho_z21,True,,left_only
9607,Te_rho_z35,Ne_rho_z22,True,,left_only
9608,Te_rho_z35,Ne_rho_z23,True,,left_only
9609,Te_rho_z35,Ne_rho_z24,True,,left_only
9610,Te_rho_z35,Ne_rho_z25,True,,left_only
9641,Te_rho_z35,Ne_rho_z56,True,,left_only
9642,Te_rho_z35,Ne_rho_z57,True,,left_only
9643,Te_rho_z35,Ne_rho_z58,True,,left_only
9644,Te_rho_z35,Ne_rho_z59,True,,left_only
9645,Te_rho_z35,Ne_rho_z60,True,,left_only
9646,Te_rho_z35,Ne_rho_z61,True,,left_only
9647,Te_rho_z35,Ne_rho_z62,True,,left_only
9648,Te_rho_z35,Ne_rho_z63,True,,left_only
9649,Te_rho_z35,Ne_rho_z64,True,,left_only
9650,Te_rho_z35,Ne_rho_z65,True,,left_only
9651,Te_rho_z35,Ne_rho_z66,True,,left_only
9652,Te_rho_z35,Ne_rho_z67,True,,left_only
9708,Te_rho_z35,Te_rho_z60,True,,left_only
9709,Te_rho_z35,Te_rho_z61,True,,left_only
9710,Te_rho_z35,Te_rho_z62,True,,left_only
9711,Te_rho_z35,Te_rho_z63,True,,left_only
9712,Te_rho_z35,Te_rho_z64,True,,left_only
9713,Te_rho_z35,Te_rho_z65,True,,left_only
9714,Te_rho_z35,Te_rho_z66,True,,left_only
9715,Te_rho_z35,Te_rho_z67,True,,left_only
9723,Te_rho_z36,Ne_rho_z18,True,,left_only
